c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
readChunk_cHRM,lodepng.c,4669,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",,,NO_MAP,,,readChunk_cHRM,readChunk_cHRM,0.329,-0.004,ABSTAIN,single-source,readChunk_cHRM,"lodepng.c:4669-4683 readChunk_cHRM: 97 unless len 32; eight big-endian u32 fields white/red/green/blue x/y -> assembled_unidiomatic.rs:2706-2732 readChunk_cHRM: identical eight reads at the same offsets (rs:2711-2731). Real body; genuine. Log-extracted last attempt (run1_extracted_rust/readChunk_cHRM__attempt6.rs, attempt 6 of 6, SACTOR verdict `Rust code failed to compile`, status failure). All 6 attempts died in SACTOR's embedding crate on E0428 `the name LodePNGColorType is defined multiple times` (+E0117/E0599): the harness scaffold emits both `pub type LodePNGColorType = c_uint` and the translated `enum LodePNGColorType`, so nothing the LLM wrote for a function touching the colour type could compile. Tool-side compile failure, not a defect of this body. Name-eq readChunk_cHRM: correct. Forced matcher readChunk_cHRM (score 0.329, conf -0.004): correct. Deploy matcher ABSTAIN: coverage loss only."
readChunk_sRGB,lodepng.c,4685,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",,,NO_MAP,,,readChunk_sRGB,readChunk_sRGB,0.341,-0.006,ABSTAIN,single-source,readChunk_sRGB,"lodepng.c:4685-4692 readChunk_sRGB: 98 unless len 1; srgb_defined=1; srgb_intent=data[0] -> assembled_unidiomatic.rs:2868-2879 readChunk_sRGB: identical (rs:2873-2878). Real body; genuine. Log-extracted last attempt (run1_extracted_rust/readChunk_sRGB__attempt6.rs, attempt 6 of 6, SACTOR verdict `Rust code failed to compile`, status failure). All 6 attempts died in SACTOR's embedding crate on E0428 `the name LodePNGColorType is defined multiple times` (+E0117/E0599): the harness scaffold emits both `pub type LodePNGColorType = c_uint` and the translated `enum LodePNGColorType`, so nothing the LLM wrote for a function touching the colour type could compile. Tool-side compile failure, not a defect of this body. Name-eq readChunk_sRGB: correct. Forced matcher readChunk_sRGB (score 0.341, conf -0.006): correct. Deploy matcher ABSTAIN: coverage loss only."
readChunk_iCCP,lodepng.c,4694,"(info: LodePNGInfo *, decoder: const LodePNGDecoderSettings *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:4694-4732 readChunk_iCCP(info: LodePNGInfo *, decoder: const LodePNGDecoderSettings *, data: const unsigned char *, chunkLength: size_t) -> unsigned int: profile name, compression method, zlib_decompress the profile (72/75/89/100 checks). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 180 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
readChunk_sBIT,lodepng.c,4735,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",,,NO_MAP,,,readChunk_sBIT,readChunk_sBIT,0.415,0.023,readChunk_sBIT,single-source,readChunk_sBIT,"lodepng.c:4735-4773 readChunk_sBIT: bitdepth = 8 for PALETTE else color.bitdepth; GREY len 1 / RGB,PALETTE len 3 / GREY_ALPHA len 2 / RGBA len 4 (114 otherwise), 115 on zero or > bitdepth, then the sbit_* stores -> assembled_unidiomatic.rs:2777-2865 readChunk_sBIT: same four branches, same 114/115 tests, same stores (rs:2790-2864). Real body; genuine. Log-extracted last attempt (run1_extracted_rust/readChunk_sBIT__attempt6.rs, attempt 6 of 6, SACTOR verdict `Rust code failed to compile`, status failure). All 6 attempts died in SACTOR's embedding crate on E0428 `the name LodePNGColorType is defined multiple times` (+E0117/E0599): the harness scaffold emits both `pub type LodePNGColorType = c_uint` and the translated `enum LodePNGColorType`, so nothing the LLM wrote for a function touching the colour type could compile. Tool-side compile failure, not a defect of this body. Name-eq readChunk_sBIT: correct. Forced matcher readChunk_sBIT (score 0.415, conf 0.023): correct. Deploy matcher readChunk_sBIT: correct."
lodepng_inspect_chunk,lodepng.c,4776,"(state: LodePNGState *, pos: size_t, in: const unsigned char *, insize: size_t) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:4776-4828 lodepng_inspect_chunk(state: LodePNGState *, pos: size_t, in: const unsigned char *, insize: size_t) -> unsigned int: reads the chunk at pos and dispatches to the readChunk_* functions (57 on bad CRC). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 200 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
decodeGeneric,lodepng.c,4831,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, state: LodePNGState *, in: const unsigned char *, insize: size_t) -> void",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:4831-5027 decodeGeneric(out: unsigned char **, w: unsigned int *, h: unsigned int *, state: LodePNGState *, in: const unsigned char *, insize: size_t) -> void: the main decoder loop over chunks: IHDR, PLTE, tRNS, IDAT collection, ancillary chunks, then zlib_decompress + postProcessScanlines (197 lines). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 201 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_decode,lodepng.c,5029,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, state: LodePNGState *, in: const unsigned char *, insize: size_t) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5029-5064 lodepng_decode(out: unsigned char **, w: unsigned int *, h: unsigned int *, state: LodePNGState *, in: const unsigned char *, insize: size_t) -> unsigned int: decodeGeneric then lodepng_convert to the requested raw colour mode. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 222 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_decode_memory,lodepng.c,5066,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, in: const unsigned char *, insize: size_t, colortype: LodePNGColorType, bitdepth: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5066-5081 lodepng_decode_memory(out: unsigned char **, w: unsigned int *, h: unsigned int *, in: const unsigned char *, insize: size_t, colortype: LodePNGColorType, bitdepth: unsigned int) -> unsigned int: lodepng_state_init, sets raw colortype/bitdepth, lodepng_decode, lodepng_state_cleanup. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 223 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_decode32,lodepng.c,5083,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, in: const unsigned char *, insize: size_t) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5083-5085 lodepng_decode32(out: unsigned char **, w: unsigned int *, h: unsigned int *, in: const unsigned char *, insize: size_t) -> unsigned int: lodepng_decode_memory(..., LCT_RGBA, 8). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 225 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_decode24,lodepng.c,5087,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, in: const unsigned char *, insize: size_t) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5087-5089 lodepng_decode24(out: unsigned char **, w: unsigned int *, h: unsigned int *, in: const unsigned char *, insize: size_t) -> unsigned int: lodepng_decode_memory(..., LCT_RGB, 8). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 226 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_decode_file,lodepng.c,5092,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, filename: const char *, colortype: LodePNGColorType, bitdepth: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5092-5104 lodepng_decode_file(out: unsigned char **, w: unsigned int *, h: unsigned int *, filename: const char *, colortype: LodePNGColorType, bitdepth: unsigned int) -> unsigned int: lodepng_load_file then lodepng_decode_memory. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 227 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_decode32_file,lodepng.c,5106,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, filename: const char *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5106-5108 lodepng_decode32_file(out: unsigned char **, w: unsigned int *, h: unsigned int *, filename: const char *) -> unsigned int: lodepng_decode_file(..., LCT_RGBA, 8). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 229 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_decode24_file,lodepng.c,5110,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, filename: const char *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5110-5112 lodepng_decode24_file(out: unsigned char **, w: unsigned int *, h: unsigned int *, filename: const char *) -> unsigned int: lodepng_decode_file(..., LCT_RGB, 8). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 230 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_decoder_settings_init,lodepng.c,5115,(settings: LodePNGDecoderSettings *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5115-5127 lodepng_decoder_settings_init(settings: LodePNGDecoderSettings *) -> void: decoder defaults (color_convert = 1, read_text_chunks = 1, ...) + lodepng_decompress_settings_init. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 106 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_state_init,lodepng.c,5133,(state: LodePNGState *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5133-5143 lodepng_state_init(state: LodePNGState *) -> void: lodepng_decoder_settings_init, lodepng_encoder_settings_init, color mode + info init, error = 1. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 135 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_state_cleanup,lodepng.c,5145,(state: LodePNGState *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5145-5148 lodepng_state_cleanup(state: LodePNGState *) -> void: lodepng_color_mode_cleanup(info_raw), lodepng_info_cleanup(info_png). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 158 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_state_copy,lodepng.c,5150,"(dest: LodePNGState *, source: const LodePNGState *) -> void",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5150-5157 lodepng_state_copy(dest: LodePNGState *, source: const LodePNGState *) -> void: state cleanup, struct copy, deep copies of info_raw and info_png. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 202 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
writeSignature,lodepng.c,5168,(out: ucvector *) -> unsigned int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5168-5175 writeSignature(out: ucvector *) -> unsigned int: appends the 8-byte PNG signature to the ucvector. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 150 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
addChunk_IHDR,lodepng.c,5177,"(out: ucvector *, w: unsigned int, h: unsigned int, colortype: LodePNGColorType, bitdepth: unsigned int, interlace_method: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5177-5193 addChunk_IHDR(out: ucvector *, w: unsigned int, h: unsigned int, colortype: LodePNGColorType, bitdepth: unsigned int, interlace_method: unsigned int) -> unsigned int: 13-byte IHDR (w, h, bitdepth, colortype, 0, 0, interlace) via lodepng_chunk_createv. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 159 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
addChunk_PLTE,lodepng.c,5196,"(out: ucvector *, info: const LodePNGColorMode *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5196-5215 addChunk_PLTE(out: ucvector *, info: const LodePNGColorMode *) -> unsigned int: PLTE chunk from the palette rgb bytes (68 if 0 or > 256 entries). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 160 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
addChunk_tRNS,lodepng.c,5217,"(out: ucvector *, info: const LodePNGColorMode *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5217-5252 addChunk_tRNS(out: ucvector *, info: const LodePNGColorMode *) -> unsigned int: tRNS chunk: palette alphas (trimmed), grey key (2 bytes) or rgb key (6 bytes). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 161 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
addChunk_IDAT,lodepng.c,5254,"(out: ucvector *, data: const unsigned char *, datasize: size_t, zlibsettings: LodePNGCompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5254-5266 addChunk_IDAT(out: ucvector *, data: const unsigned char *, datasize: size_t, zlibsettings: LodePNGCompressSettings *) -> unsigned int: zlib_compress the data then lodepng_chunk_createv IDAT. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 212 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
addChunk_IEND,lodepng.c,5268,(out: ucvector *) -> unsigned int,,,NO_MAP,,,,lodepng_chunk_data_const,0.183,-0.381,ABSTAIN,single-source,NONE,"lodepng.c:5268-5270 addChunk_IEND(out: ucvector *) -> unsigned int: lodepng_chunk_createv(out, 0, ""IEND"", 0). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 171 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher proposed lodepng_chunk_data_const (score 0.183, conf -0.381): WRONG, the row has no Rust. Deploy matcher ABSTAIN: abstained (correct outcome)."
addChunk_tEXt,lodepng.c,5274,"(out: ucvector *, keyword: const char *, textstring: const char *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5274-5285 addChunk_tEXt(out: ucvector *, keyword: const char *, textstring: const char *) -> unsigned int: keyword + NUL + text (89 keyword-size check). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 184 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
addChunk_zTXt,lodepng.c,5287,"(out: ucvector *, keyword: const char *, textstring: const char *, zlibsettings: LodePNGCompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5287-5313 addChunk_zTXt(out: ucvector *, keyword: const char *, textstring: const char *, zlibsettings: LodePNGCompressSettings *) -> unsigned int: keyword + NUL + method 0 + zlib_compress(text). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 213 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
addChunk_iTXt,lodepng.c,5315,"(out: ucvector *, compress: unsigned int, keyword: const char *, langtag: const char *, transkey: const char *, textstring: const char *, zlibsettings: LodePNGCompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5315-5357 addChunk_iTXt(out: ucvector *, compress: unsigned int, keyword: const char *, langtag: const char *, transkey: const char *, textstring: const char *, zlibsettings: LodePNGCompressSettings *) -> unsigned int: keyword, compression flag/method, langtag, transkey, optional zlib_compress(text). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 214 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
addChunk_bKGD,lodepng.c,5359,"(out: ucvector *, info: const LodePNGInfo *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5359-5379 addChunk_bKGD(out: ucvector *, info: const LodePNGInfo *) -> unsigned int: bKGD chunk: 1 byte palette index, 2 bytes grey, or 6 bytes rgb. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 162 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
addChunk_tIME,lodepng.c,5381,"(out: ucvector *, time: const LodePNGTime *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5381-5393 addChunk_tIME(out: ucvector *, time: const LodePNGTime *) -> unsigned int: 7-byte tIME chunk from LodePNGTime. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 163 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
addChunk_pHYs,lodepng.c,5395,"(out: ucvector *, info: const LodePNGInfo *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:5395-5403 addChunk_pHYs(out: ucvector *, info: const LodePNGInfo *) -> unsigned int: 9-byte pHYs chunk (phys_x, phys_y, unit). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 164 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
