c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
lodepng_palette_add,lodepng.c,2735,"(info: LodePNGColorMode *, r: unsigned char, g: unsigned char, b: unsigned char, a: unsigned char) -> unsigned int",lodepng_palette_clear;lodepng_palette_add,lodepng_palette_clear,CLAIMED,yes,Fixed_2_Compile_Failed,lodepng_palette_add,zlib_compress,0.15,-0.208,ABSTAIN,CONFLICT,STUB:lodepng_palette_add,"STUB-ONLY. C lodepng.c:2735 alloc_palette if null (83), palettesize>=256 -> 108, write 4 bytes, ++palettesize. Rust src/lodepng.rs:1906 lodepng_palette_add returns 0, doc cites C signature. A doc-only comment @1444-1452 quotes this body ('writes RGBA values into a palette and increments palettesize') but generates no fn. No fn returns 108 (grep: only the version string). Rejected tool_claim lodepng_palette_clear @1269 and matcher_forced zlib_compress @898."
lodepng_get_bpp,lodepng.c,2753,(info: const LodePNGColorMode *) -> unsigned int,lodepng_get_bpp,lodepng_get_bpp,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_get_bpp,lodepng_get_channels,0.16,-0.346,ABSTAIN,CONFLICT,STUB:lodepng_get_bpp,"STUB-ONLY. C lodepng.c:2753 get_bpp_lct(info->colortype, info->bitdepth). Rust src/lodepng.rs:1276 lodepng_get_bpp returns 0 (duplicate stub @1937, not in inventory). Rejected matcher_forced lodepng_get_channels @1283 (stub for the sibling C fn)."
lodepng_get_channels,lodepng.c,2757,(info: const LodePNGColorMode *) -> unsigned int,,,UNNAMED,,Fixed_5_Compile_Failed,lodepng_get_channels,lodepng_get_bpp,0.162,-0.344,ABSTAIN,CONFLICT,STUB:lodepng_get_channels,"STUB-ONLY. C lodepng.c:2757 getNumColorChannels(info->colortype). Rust src/lodepng.rs:1283 lodepng_get_channels returns 0, doc cites C signature. Rejected matcher_forced lodepng_get_bpp @1276."
lodepng_is_greyscale_type,lodepng.c,2761,(info: const LodePNGColorMode *) -> unsigned int,lodepng_get_bpp,lodepng_get_bpp,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_is_greyscale_type,lodepng_decoder_settings_init,0.156,-0.293,ABSTAIN,CONFLICT,STUB:lodepng_is_greyscale_type,"STUB-ONLY. C lodepng.c:2761 colortype==GREY||GREY_ALPHA. Rust src/lodepng.rs:1290 returns 0, doc cites C signature. Rejected tool_claim lodepng_get_bpp @1276 and matcher_forced lodepng_decoder_settings_init @1231."
lodepng_is_alpha_type,lodepng.c,2765,(info: const LodePNGColorMode *) -> unsigned int,lodepng_get_channels,lodepng_get_channels,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_is_alpha_type,LodePNGIText_init,0.181,-0.267,ABSTAIN,CONFLICT,STUB:lodepng_is_alpha_type,"STUB-ONLY. C lodepng.c:2765 (colortype&4)!=0. Rust src/lodepng.rs:1296 returns 0, doc cites C signature. Rejected tool_claim lodepng_get_channels @1283 and matcher_forced LodePNGIText_init @1733."
lodepng_is_palette_type,lodepng.c,2769,(info: const LodePNGColorMode *) -> unsigned int,lodepng_is_greyscale_type,lodepng_is_greyscale_type,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_is_palette_type,lodepng_color_stats_init,0.41,-0.049,ABSTAIN,CONFLICT,STUB:lodepng_is_palette_type,"STUB-ONLY. C lodepng.c:2769 colortype==LCT_PALETTE. Rust src/lodepng.rs:1302 returns 0, doc cites C signature. Rejected tool_claim lodepng_is_greyscale_type @1290 and matcher_forced lodepng_color_stats_init @911."
lodepng_has_palette_alpha,lodepng.c,2773,(info: const LodePNGColorMode *) -> unsigned int,lodepng_is_alpha_type;lodepng_is_palette_type,lodepng_is_alpha_type,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_has_palette_alpha,LodePNGIText_cleanup,0.17,-0.279,ABSTAIN,CONFLICT,STUB:lodepng_has_palette_alpha,"STUB-ONLY. C lodepng.c:2773 loop palette[i*4+3]<255 -> 1. Rust src/lodepng.rs:1893 lodepng_has_palette_alpha returns 0, doc cites C signature. A second empty stub has_palette_alpha_stub @1951 (param LodePNGInfo) quotes this exact C loop in its doc — duplicate placeholder for the same C fn, chose the same-name one. Rejected tool_claims lodepng_is_alpha_type @1296 / lodepng_is_palette_type @1302 and matcher_forced LodePNGIText_cleanup @1736."
lodepng_can_have_alpha,lodepng.c,2781,(info: const LodePNGColorMode *) -> unsigned int,lodepng_has_palette_alpha,lodepng_has_palette_alpha,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_can_have_alpha,lodepng_info_cleanup,0.181,-0.272,ABSTAIN,CONFLICT,STUB:lodepng_can_have_alpha,"STUB-ONLY. C lodepng.c:2781 key_defined || is_alpha_type || has_palette_alpha. Rust src/lodepng.rs:2230 lodepng_can_have_alpha returns 0, doc cites C signature. Rejected tool_claim lodepng_has_palette_alpha @1893 and matcher_forced lodepng_info_cleanup @2158."
lodepng_get_raw_size_lct,lodepng.c,2787,"(w: unsigned int, h: unsigned int, colortype: LodePNGColorType, bitdepth: unsigned int) -> size_t",has_palette_alpha_stub,has_palette_alpha_stub,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_get_raw_size_lct,lodepng_get_raw_size_lct,0.228,-0.25,ABSTAIN,CONFLICT,STUB:lodepng_get_raw_size_lct,"STUB-ONLY. C lodepng.c:2787 (n/8)*bpp + ((n&7)*bpp+7)/8. Rust src/lodepng.rs:518 lodepng_get_raw_size_lct(w,h,colortype,bitdepth) returns 0. Rejected tool_claim has_palette_alpha_stub @1951 (duplicate stub of lodepng_has_palette_alpha)."
lodepng_get_raw_size,lodepng.c,2793,"(w: unsigned int, h: unsigned int, color: const LodePNGColorMode *) -> size_t",lodepng_can_have_alpha,lodepng_can_have_alpha,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_get_raw_size,read_chunk_srgb,0.253,-0.126,ABSTAIN,CONFLICT,STUB:lodepng_get_raw_size,"STUB-ONLY. C lodepng.c:2793 get_raw_size_lct(w,h,color->colortype,color->bitdepth). Rust src/lodepng.rs:2185 lodepng_get_raw_size returns 0 ('Rust stub for: size_t lodepng_get_raw_size'); a second identical stub is at src/common/lodepng_mod.rs:11. Rejected tool_claim lodepng_can_have_alpha @2230 and matcher_forced read_chunk_srgb @3026."
lodepng_get_raw_size_idat,lodepng.c,2803,"(w: unsigned int, h: unsigned int, bpp: unsigned int) -> size_t",lodepng_get_raw_size_lct,lodepng_get_raw_size_lct,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_get_raw_size_idat,lodepng_get_raw_size_idat,0.309,-0.195,ABSTAIN,CONFLICT,STUB:lodepng_get_raw_size_idat,"STUB-ONLY. C lodepng.c:2803 line=(w/8)*bpp+1+((w&7)*bpp+7)/8; h*line. Rust src/lodepng.rs:2190 lodepng_get_raw_size_idat returns 0, doc cites C signature. Rejected tool_claim lodepng_get_raw_size_lct @518."
lodepng_pixel_overflow,lodepng.c,2819,"(w: unsigned int, h: unsigned int, pngcolor: const LodePNGColorMode *, rawcolor: const LodePNGColorMode *) -> int",lodepng_get_raw_size;lodepng_get_raw_size_idat;lodepng_pixel_overflow,lodepng_get_raw_size,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_pixel_overflow,lodepng_set_icc,0.152,-0.203,ABSTAIN,CONFLICT,STUB:lodepng_pixel_overflow,"STUB-ONLY. C lodepng.c:2819 chain of mulofl/addofl checks (+5 per line), returns 1 on overflow. Rust src/lodepng.rs:2203 lodepng_pixel_overflow returns 0, doc cites C signature. Rejected tool_claims lodepng_get_raw_size @2185 / lodepng_get_raw_size_idat @2190 and matcher_forced lodepng_set_icc @1664."
LodePNGUnknownChunks_init,lodepng.c,2842,(info: LodePNGInfo *) -> void,lodepng_mulofl,lodepng_mulofl,CLAIMED,yes,Fixed_5_Compile_Failed,,LodePNGText_init,0.157,-0.292,ABSTAIN,CONFLICT,STUB:lodepng_unknown_chunks_init,STUB-ONLY. C lodepng.c:2842 zero unknown_chunks_data[3]/size[3]. Rust src/lodepng.rs:628 lodepng_unknown_chunks_init(dest: Option<&mut ()>) is an empty fn generated from the call `LodePNGUnknownChunks_init(dest)` inside lodepng_info_copy (hence the param name `dest` and the () type); no other fn touches unknown_chunks_*. Rejected tool_claim lodepng_mulofl @1678 (overflow-check stub) and matcher_forced LodePNGText_init @1698 (stub for the text init).
LodePNGUnknownChunks_cleanup,lodepng.c,2848,(info: LodePNGInfo *) -> void,lodepng_mulofl;LodePNGUnknownChunks_cleanup,lodepng_mulofl,CLAIMED,yes,Fixed_3_Compile_Failed,LodePNGUnknownChunks_cleanup,has_palette_alpha_stub,0.161,-0.29,ABSTAIN,CONFLICT,STUB:LodePNGUnknownChunks_cleanup,"STUB-ONLY. C lodepng.c:2848 frees unknown_chunks_data[0..3]. Rust src/lodepng.rs:1689 LodePNGUnknownChunks_cleanup no-op, doc 'Stub for LodePNGUnknownChunks_cleanup'. Rejected tool_claim lodepng_mulofl @1678 and matcher_forced has_palette_alpha_stub @1951."
LodePNGUnknownChunks_copy,lodepng.c,2853,"(dest: LodePNGInfo *, src: const LodePNGInfo *) -> unsigned int",LodePNGUnknownChunks_copy,LodePNGUnknownChunks_copy,CLAIMED,yes,Fixed_5_Compile_Failed,LodePNGUnknownChunks_copy,read_chunk_time,0.155,-0.186,ABSTAIN,CONFLICT,STUB:LodePNGUnknownChunks_copy,"STUB-ONLY. C lodepng.c:2853 cleanup(dest), per i<3 malloc+byte copy, err 83. Rust src/lodepng.rs:2065 LodePNGUnknownChunks_copy returns 0, doc cites the exact C signature. A second call-site-derived empty stub lodepng_unknown_chunks_copy @630 (dest/source: Option<&mut ()>) is a duplicate placeholder for the same C fn; chose the one citing the C signature. Rejected matcher_forced read_chunk_time @1805."
LodePNGText_init,lodepng.c,2873,(info: LodePNGInfo *) -> void,LodePNGText_init,LodePNGText_init,CLAIMED,yes,Fixed_5_Compile_Failed,LodePNGText_init,lodepng_add_text_sized,0.244,-0.122,ABSTAIN,CONFLICT,STUB:LodePNGText_init,"STUB-ONLY. C lodepng.c:2873 text_num=0, keys/strings=NULL. Rust src/lodepng.rs:1698 LodePNGText_init no-op (duplicate no-op @1701, not in inventory), doc cites 'void LodePNGText_init(LodePNGInfo* info)'. Rejected matcher_forced lodepng_add_text_sized @1710."
LodePNGText_cleanup,lodepng.c,2879,(info: LodePNGInfo *) -> void,LodePNGText_init,LodePNGText_init,CLAIMED,yes,Fixed_3_Compile_Failed,LodePNGText_cleanup,lodepng_clear_text,0.158,-0.29,ABSTAIN,CONFLICT,STUB:LodePNGText_cleanup,"STUB-ONLY. C lodepng.c:2879 string_cleanup each key/string, free arrays. Rust src/lodepng.rs:2446 LodePNGText_cleanup 'Default no-op body'. Rejected tool_claim LodePNGText_init @1698 and matcher_forced lodepng_clear_text @1730 (C clear_text merely calls Text_cleanup; separate stub exists)."
LodePNGText_copy,lodepng.c,2889,"(dest: LodePNGInfo *, source: const LodePNGInfo *) -> unsigned int",LodePNGText_cleanup,LodePNGText_cleanup,CLAIMED,yes,Fixed_5_Compile_Failed,,ensure_bits17,0.138,-0.25,ABSTAIN,CONFLICT,STUB:lodepng_text_copy,"STUB-ONLY. C lodepng.c:2889 null dest text fields, loop lodepng_add_text over source->text_num. Rust src/lodepng.rs:614 lodepng_text_copy(dest,source)->u32 returns 0 — call-site-derived placeholder (from `LodePNGText_copy(dest, source)` in lodepng_info_copy), params typed Option<&mut ()>. No other fn loops over text_num. Rejected tool_claim LodePNGText_cleanup @2446 (cleanup stub) and matcher_forced ensure_bits17 @973 (bit-reader stub)."
lodepng_add_text_sized,lodepng.c,2900,"(info: LodePNGInfo *, key: const char *, str: const char *, size: size_t) -> unsigned int",lodepng_add_text_sized,lodepng_add_text_sized,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_add_text_sized,getPixelColorsRGB8,0.114,-0.214,ABSTAIN,CONFLICT,STUB:lodepng_add_text_sized,"STUB-ONLY. C lodepng.c:2900 realloc keys/strings (83), ++text_num, alloc_string(key), alloc_string_sized(str,size). Rust src/lodepng.rs:1710 lodepng_add_text_sized returns 0, doc cites exact C signature. A second empty stub lodepng_add_text_entry @2071 (info,key,str_val,size; doc: 'operating on info->text_keys and info->text_strings ... matching the return 83 semantics') was generated from this same C body — duplicate placeholder, chose the same-name one. Rejected matcher_forced getPixelColorsRGB8 @1388."
lodepng_add_text,lodepng.c,2917,"(info: LodePNGInfo *, key: const char *, str: const char *) -> unsigned int",lodepng_add_text,lodepng_add_text,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_add_text,get_tree_inflate_dynamic,0.236,-0.121,ABSTAIN,CONFLICT,STUB:lodepng_add_text,"STUB-ONLY. C lodepng.c:2917 add_text_sized(info,key,str,strlen(str)). Rust src/lodepng.rs:1723 lodepng_add_text returns 0, doc cites C signature (duplicate stub @2084 with Option<&LodePNGInfo>, not in inventory). Rejected matcher_forced get_tree_inflate_dynamic @2416."
lodepng_clear_text,lodepng.c,2921,(info: LodePNGInfo *) -> void,lodepng_add_text_entry,lodepng_add_text_entry,CLAIMED,yes,Fixed_4_Compile_Failed,lodepng_clear_text,lodepng_clear_itext,0.245,-0.215,ABSTAIN,CONFLICT,STUB:lodepng_clear_text,"STUB-ONLY. C lodepng.c:2921 calls LodePNGText_cleanup. Rust src/lodepng.rs:1730 lodepng_clear_text no-op, doc cites C signature. Rejected tool_claim lodepng_add_text_entry @2071 (duplicate stub of lodepng_add_text_sized) and matcher_forced lodepng_clear_itext @1741 (itext sibling)."
LodePNGIText_init,lodepng.c,2927,(info: LodePNGInfo *) -> void,lodepng_add_text;lodepng_clear_text,lodepng_add_text,CLAIMED,yes,Fixed_5_Compile_Failed,LodePNGIText_init,lodepng_clear_icc,0.234,-0.215,ABSTAIN,CONFLICT,STUB:LodePNGIText_init,"STUB-ONLY. C lodepng.c:2927 itext_num=0, four arrays=NULL. Rust src/lodepng.rs:1733 LodePNGIText_init no-op. Note: the out-of-inventory duplicate lodepng_clear_itext @2105 has a real 3-line body setting itext_langtags/transkeys/strings=None — a fragment of this init (C 2930-2932) mislabelled as clear_itext; not attributed here because it is not an inventory entry and its name claims another C fn. Rejected tool_claims lodepng_add_text @1723 / lodepng_clear_text @1730 and matcher_forced lodepng_clear_icc @1676."
LodePNGIText_cleanup,lodepng.c,2935,(info: LodePNGInfo *) -> void,LodePNGIText_init;LodePNGIText_cleanup,LodePNGIText_init,CLAIMED,yes,Fixed_1_Compile_Failed,LodePNGIText_cleanup,LodePNGUnknownChunks_cleanup,0.158,-0.291,ABSTAIN,CONFLICT,STUB:LodePNGIText_cleanup,"STUB-ONLY. C lodepng.c:2935 string_cleanup x4 per entry, free 4 arrays. Rust src/lodepng.rs:1736 LodePNGIText_cleanup no-op. Rejected tool_claim LodePNGIText_init @1733 and matcher_forced LodePNGUnknownChunks_cleanup @1689."
LodePNGIText_copy,lodepng.c,2949,"(dest: LodePNGInfo *, source: const LodePNGInfo *) -> unsigned int",LodePNGIText_copy,LodePNGIText_copy,CLAIMED,yes,Fixed_5_Compile_Failed,LodePNGIText_copy,lodepng_chunk_next_const,0.076,-0.255,ABSTAIN,CONFLICT,STUB:LodePNGIText_copy,"STUB-ONLY. C lodepng.c:2949 null dest itext fields, loop lodepng_add_itext over source->itext_num. Rust src/lodepng.rs:2475 LodePNGIText_copy returns 0, doc cites exact C signature. Duplicate call-site stub lodepng_i_text_copy @617 (Option<&mut ()> params) is a placeholder for the same C fn; chose the one citing the signature. Rejected matcher_forced lodepng_chunk_next_const @1118."
lodepng_clear_itext,lodepng.c,2963,(info: LodePNGInfo *) -> void,lodepng_clear_itext,lodepng_clear_itext,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_clear_itext,lodepng_has_palette_alpha,0.149,-0.358,ABSTAIN,CONFLICT,STUB:lodepng_clear_itext,"STUB-ONLY. C lodepng.c:2963 calls LodePNGIText_cleanup. Rust src/lodepng.rs:1741 lodepng_clear_itext: `let _ = info;` no-op, doc cites C signature. Out-of-inventory duplicate @2105 sets three itext pointer fields to None (a fragment of LodePNGIText_init, not of clear_itext's cleanup semantics). Rejected matcher_forced lodepng_has_palette_alpha @1893."
lodepng_add_itext_sized,lodepng.c,2967,"(info: LodePNGInfo *, key: const char *, langtag: const char *, transkey: const char *, str: const char *, size: size_t) -> unsigned int",lodepng_clear_itext;lodepng_add_itext_sized,lodepng_clear_itext,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_add_itext_sized,lodepng_add_itext_sized,0.19,-0.173,ABSTAIN,CONFLICT,STUB:lodepng_add_itext_sized,"STUB-ONLY. C lodepng.c:2967 realloc 4 arrays (83), ++itext_num, alloc_string x3 + alloc_string_sized. Rust src/lodepng.rs:1748 lodepng_add_itext_sized returns 0, doc cites exact C signature. Rejected tool_claim lodepng_clear_itext @1741."
lodepng_add_itext,lodepng.c,2991,"(info: LodePNGInfo *, key: const char *, langtag: const char *, transkey: const char *, str: const char *) -> unsigned int",lodepng_add_itext,lodepng_add_itext,CLAIMED,yes,Fixed_2_Compile_Failed,lodepng_add_itext,lodepng_add_itext,0.273,-0.091,ABSTAIN,unanimous,STUB:lodepng_add_itext,"STUB-ONLY. C lodepng.c:2991 add_itext_sized(..., strlen(str)). Rust src/lodepng.rs:1764 lodepng_add_itext returns 0, doc cites C signature (duplicate stub @2116, not in inventory)."
lodepng_assign_icc,lodepng.c,2997,"(info: LodePNGInfo *, name: const char *, profile: const unsigned char *, profile_size: unsigned int) -> unsigned int",lodepng_add_itext,lodepng_add_itext,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_assign_icc,lodepng_zlib_decompressv,0.16,-0.201,ABSTAIN,CONFLICT,STUB:lodepng_assign_icc,"STUB-ONLY. C lodepng.c:2997 profile_size==0 -> 100; alloc_string(name), malloc(profile_size) (83), memcpy, set iccp_profile_size. Rust inventory entry lodepng_assign_icc @620 (dest: Option<&mut ()>, iccp_name, iccp_profile, iccp_profile_size) returns 0 — call-site-derived from lodepng_info_copy; a second stub with the same name and the exact C signature in its doc is @2128 (not in inventory). Both empty; no fn returns 100 (grep: none). Rejected tool_claim lodepng_add_itext @1764 and matcher_forced lodepng_zlib_decompressv @2855."
lodepng_set_icc,lodepng.c,3011,"(info: LodePNGInfo *, name: const char *, profile: const unsigned char *, profile_size: unsigned int) -> unsigned int",lodepng_assign_icc,lodepng_assign_icc,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_set_icc,lodepng_inflatev,0.231,-0.13,ABSTAIN,CONFLICT,STUB:lodepng_set_icc,"STUB-ONLY. C lodepng.c:3011 clear_icc if name set, iccp_defined=1, assign_icc. Rust src/lodepng.rs:1664 lodepng_set_icc returns 0, doc cites exact C signature. Rejected tool_claim lodepng_assign_icc @620 and matcher_forced lodepng_inflatev @2713."
lodepng_clear_icc,lodepng.c,3018,(info: LodePNGInfo *) -> void,lodepng_set_icc;lodepng_clear_icc,lodepng_set_icc,CLAIMED,yes,Fixed_1_Compile_Failed,lodepng_clear_icc,LodePNGText_cleanup,0.234,-0.215,ABSTAIN,CONFLICT,STUB:lodepng_clear_icc,"STUB-ONLY. C lodepng.c:3018 string_cleanup name, free profile, size=0, defined=0. Rust src/lodepng.rs:1676 lodepng_clear_icc empty body, doc cites C signature. Rejected tool_claim lodepng_set_icc @1664 and matcher_forced LodePNGText_cleanup @2446."
lodepng_info_init,lodepng.c,3027,(info: LodePNGInfo *) -> void,lodepng_info_init,lodepng_info_init,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_info_init,lodepng_info_init,0.233,-0.216,ABSTAIN,unanimous,STUB:lodepng_info_init,"STUB-ONLY. C lodepng.c:3027 color_mode_init, zero interlace/compression/filter, background, Text_init, IText_init, time/phys/gama/chrm/srgb/iccp/sbit fields, UnknownChunks_init. Rust src/lodepng.rs:2097 lodepng_info_init no-op, doc 'Translated from: void lodepng_info_init(LodePNGInfo* info)'. Note lodepng_info_cleanup @2158's doc quotes a fragment of THIS function's body (chrm_defined=0 ... sbit_a=0, C 3043-3050) but its name/param make it the cleanup placeholder; body is empty either way."
lodepng_info_cleanup,lodepng.c,3056,(info: LodePNGInfo *) -> void,lodepng_info_cleanup,lodepng_info_cleanup,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_info_cleanup,rgba8ToPixel,0.195,-0.2,ABSTAIN,CONFLICT,STUB:lodepng_info_cleanup,"STUB-ONLY. C lodepng.c:3056 color_mode_cleanup, Text_cleanup, IText_cleanup, clear_icc, UnknownChunks_cleanup. Rust src/lodepng.rs:2158 lodepng_info_cleanup: `if let Some(_info) = info {}` no-op; its doc comment quotes an lodepng_info_init snippet (chrm/srgb/iccp/sbit = 0), so the placeholder is name-matched only. Rejected matcher_forced rgba8ToPixel @1547."
lodepng_info_copy,lodepng.c,3068,"(dest: LodePNGInfo *, source: const LodePNGInfo *) -> unsigned int",lodepng_info_cleanup;lodepng_info_copy,lodepng_info_cleanup,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_info_copy,readChunk_sRGB,0.228,-0.113,ABSTAIN,CONFLICT,STUB:lodepng_info_copy,"STUB-ONLY. C lodepng.c:3068 cleanup, memcpy, color_mode_init+copy, Text_copy, IText_copy, assign_icc if iccp_defined, UnknownChunks_init+copy. Rust src/lodepng.rs:2671 lodepng_info_copy returns 0 (`let _ = (dest, source)`). The call-site stubs lodepng_text_copy/lodepng_i_text_copy/lodepng_assign_icc/lodepng_unknown_chunks_init/lodepng_unknown_chunks_copy @614-632 were generated from this C body's callees, not from this fn itself. Rejected tool_claim lodepng_info_cleanup @2158 and matcher_forced readChunk_sRGB @1860."
addColorBits,lodepng.c,3090,"(out: unsigned char *, index: size_t, bits: unsigned int, in: unsigned int) -> void",lodepng_text_copy;lodepng_i_text_copy;lodepng_assign_icc;lodepng_unknown_chunks_init;lodepng_unknown_chunks_copy,lodepng_text_copy,CLAIMED,yes,Fixed_1_Compile_Failed,,lodepng_encode24_file,0.131,-0.261,ABSTAIN,CONFLICT,STUB:translated_bit_manipulation,"STUB-ONLY (not a candidate from any source). C lodepng.c:3090: m = bits==1?7:bits==2?3:1; p=index&m; in &= (1<<bits)-1; in <<= bits*(m-p); out[index*bits/8] = or |= in. Rust src/lodepng.rs:688 translated_bit_manipulation(bits,index,input)->u32 returns 0, but its doc quotes this exact C body verbatim ('Stubbed translation of: unsigned m = bits == 1 ? 7 : bits == 2 ? 3 : 1; unsigned p = index & m; in &= (1u << bits) - 1u; in = in << (bits * (m - p))') — it is the translator's placeholder for addColorBits (the `out` param was dropped). No other fn contains this bit-group logic. Rejected all five tool_claims (lodepng_text_copy @614, lodepng_i_text_copy @617, lodepng_assign_icc @620, lodepng_unknown_chunks_init @628, lodepng_unknown_chunks_copy @630 — those are call-site stubs from lodepng_info_copy) and matcher_forced lodepng_encode24_file @1243."
color_tree_init,lodepng.c,3113,(tree: ColorTree *) -> void,ColorTree;color_tree_init,color_tree_init,CLAIMED,yes,Fixed_5_Compile_Failed,color_tree_init,translated_function,0.121,-0.145,ABSTAIN,CONFLICT,STUB:color_tree_init,"STUB-ONLY. C lodepng.c:3113 memset children, index=-1. Rust src/lodepng.rs:1055 color_tree_init no-op (duplicate no-op @1062 after the ColorTree struct with children[16]/index, not in inventory). Rejected tool_claim ColorTree (a struct, not a fn) and matcher_forced translated_function @474 (real translation of the fseek/ftell filesize helper, unrelated)."
color_tree_cleanup,lodepng.c,3118,(tree: ColorTree *) -> void,ColorTree;color_tree_init,color_tree_init,CLAIMED,yes,Fixed_5_Compile_Failed,color_tree_cleanup,wctomb,0.1,-0.262,ABSTAIN,CONFLICT,STUB:color_tree_cleanup,"STUB-ONLY. C lodepng.c:3118 recursive cleanup+free of 16 children. Rust src/lodepng.rs:1065 color_tree_cleanup no-op, doc 'Stubbed translation of: static void color_tree_cleanup(ColorTree* tree)'. Rejected tool_claims ColorTree (struct) / color_tree_init @1055 and matcher_forced wctomb @2306 (libc stub)."
color_tree_get,lodepng.c,3129,"(tree: ColorTree *, r: unsigned char, g: unsigned char, b: unsigned char, a: unsigned char) -> int",color_tree_cleanup,color_tree_cleanup,CLAIMED,yes,Fixed_5_Compile_Failed,color_tree_get,boundary_pm,0.113,-0.217,ABSTAIN,CONFLICT,STUB:color_tree_get,"STUB-ONLY. C lodepng.c:3129 8-bit descent i=8r+4g+2b+a bits, -1 if missing else index. Rust src/lodepng.rs:1539 color_tree_get returns 0 ('Default return value for stub'). Rejected tool_claim color_tree_cleanup @1065 and matcher_forced boundary_pm @2051."
color_tree_has,lodepng.c,3140,"(tree: ColorTree *, r: unsigned char, g: unsigned char, b: unsigned char, a: unsigned char) -> int",color_tree_get,color_tree_get,CLAIMED,yes,Fixed_5_Compile_Failed,color_tree_has,color_tree_has,0.164,-0.341,ABSTAIN,CONFLICT,STUB:color_tree_has,"STUB-ONLY. C lodepng.c:3140 color_tree_get(...)>=0. Rust src/lodepng.rs:1516 color_tree_has returns 0, doc cites exact C signature. Rejected tool_claim color_tree_get @1539."
color_tree_add,lodepng.c,3148,"(tree: ColorTree *, r: unsigned char, g: unsigned char, b: unsigned char, a: unsigned char, index: unsigned int) -> unsigned int",color_tree_has;color_tree_add,color_tree_has,CLAIMED,yes,Fixed_5_Compile_Failed,color_tree_add,color_tree_add,0.17,-0.271,ABSTAIN,CONFLICT,STUB:color_tree_add,"STUB-ONLY. C lodepng.c:3148 8-bit descent allocating children (83), set index. Rust src/lodepng.rs:1529 color_tree_add returns 0, doc cites exact C signature. Rejected tool_claim color_tree_has @1516."
rgba8ToPixel,lodepng.c,3165,"(out: unsigned char *, i: size_t, mode: const LodePNGColorMode *, tree: ColorTree *, r: unsigned char, g: unsigned char, b: unsigned char, a: unsigned char) -> unsigned int",rgba8ToPixel,rgba8ToPixel,CLAIMED,yes,Fixed_5_Compile_Failed,rgba8ToPixel,search_code_index,0.099,-0.244,ABSTAIN,CONFLICT,STUB:rgba8ToPixel,"STUB-ONLY. C lodepng.c:3165 per-colortype writes incl. addColorBits for sub-8-bit, palette lookup err 82. Rust src/lodepng.rs:1547 rgba8ToPixel returns 0, doc cites exact C signature. No fn returns 82 (grep: none). Rejected matcher_forced search_code_index @470 (unimplemented!() stub)."
rgba16ToPixel,lodepng.c,3219,"(out: unsigned char *, i: size_t, mode: const LodePNGColorMode *, r: unsigned short, g: unsigned short, b: unsigned short, a: unsigned short) -> void",rgba16ToPixel,rgba16ToPixel,CLAIMED,yes,Fixed_1_Compile_Failed,rgba16ToPixel,rgba16ToPixel,0.08,-0.251,ABSTAIN,unanimous,STUB:rgba16ToPixel,"STUB-ONLY. C lodepng.c:3219 big-endian 16-bit writes per colortype. Rust src/lodepng.rs:1336 rgba16ToPixel no-op, doc cites exact C signature."
getPixelColorRGBA8,lodepng.c,3252,"(r: unsigned char *, g: unsigned char *, b: unsigned char *, a: unsigned char *, in: const unsigned char *, i: size_t, mode: const LodePNGColorMode *) -> void",getPixelColorRGBA8,getPixelColorRGBA8,CLAIMED,yes,Fixed_1_Compile_Failed,getPixelColorRGBA8,preProcessScanlines,0.139,-0.213,ABSTAIN,CONFLICT,STUB:getPixelColorRGBA8,"STUB-ONLY. C lodepng.c:3252 per-colortype reads with key_defined transparency and readBitsFromReversedStream. Rust src/lodepng.rs:1352 getPixelColorRGBA8 no-op, doc cites exact C signature. No fn references key_defined/palette (grep: none). Rejected matcher_forced preProcessScanlines @3245."
